Entity,Code,Year,"Employment to population ratio, 15+, female (%) (national estimate)"
Portugal,PRT,2012,46.220001220703125
Portugal,PRT,2013,45.279998779296875
Portugal,PRT,2014,46.11000061035156
Portugal,PRT,2015,46.900001525878906
Portugal,PRT,2016,47.529998779296875
Portugal,PRT,2017,49.02000045776367
Portugal,PRT,2018,50.43000030517578
Portugal,PRT,2019,50.869998931884766
Portugal,PRT,2020,49.83000183105469
Puerto Rico,PRI,2010,29.799999237060547
Puerto Rico,PRI,2011,29
Puerto Rico,PRI,2012,29.5
Puerto Rico,PRI,2015,28.860000610351562
Qatar,QAT,1997,33.630001068115234
Qatar,QAT,2004,39.02000045776367
Qatar,QAT,2007,48.040000915527344
Qatar,QAT,2009,48.189998626708984
Qatar,QAT,2010,50.79999923706055
Qatar,QAT,2011,50.38999938964844
Qatar,QAT,2012,50.91999816894531
Qatar,QAT,2013,52.310001373291016
Qatar,QAT,2014,54.31999969482422
Qatar,QAT,2015,59.66999816894531
Qatar,QAT,2016,60.459999084472656
Qatar,QAT,2017,57.630001068115234
Qatar,QAT,2018,57.630001068115234
Qatar,QAT,2019,57.380001068115234
Qatar,QAT,2020,56.61000061035156
Romania,ROU,1995,55.400001525878906
Romania,ROU,1997,56.18000030517578
Romania,ROU,1998,55.400001525878906
Romania,ROU,1999,55.45000076293945
Romania,ROU,2000,54.5099983215332
Romania,ROU,2001,53.689998626708984
Romania,ROU,2002,47.400001525878906
Romania,ROU,2003,45.939998626708984
Romania,ROU,2004,45.709999084472656
Romania,ROU,2005,43.86000061035156
Romania,ROU,2006,44.90999984741211
Romania,ROU,2007,44.88999938964844
Romania,ROU,2008,44.619998931884766
Romania,ROU,2009,43.90999984741211
Romania,ROU,2010,43.33000183105469
Romania,ROU,2011,43.11000061035156
Romania,ROU,2012,43.43000030517578
Romania,ROU,2013,43.08000183105469
Romania,ROU,2014,43.34000015258789
Romania,ROU,2015,42.58000183105469
Romania,ROU,2016,42.220001220703125
Romania,ROU,2017,44.029998779296875
Romania,ROU,2018,44.040000915527344
Romania,ROU,2019,44.02000045776367
Romania,ROU,2020,43.209999084472656
Russia,RUS,1992,60.7599983215332
Russia,RUS,1993,57.97999954223633
Russia,RUS,1994,54.36000061035156
Russia,RUS,1995,52.939998626708984
Russia,RUS,1996,51.90999984741211
Russia,RUS,1997,49.52000045776367
Russia,RUS,1998,47.91999816894531
Russia,RUS,1999,52.0099983215332
Russia,RUS,2000,53.810001373291016
Russia,RUS,2001,53.849998474121094
Russia,RUS,2002,55.5099983215332
Russia,RUS,2003,55.27000045776367
Russia,RUS,2004,56.2599983215332
Russia,RUS,2005,57.20000076293945
Russia,RUS,2006,57.810001373291016
Russia,RUS,2007,58.88999938964844
Russia,RUS,2008,58.529998779296875
Russia,RUS,2009,57.7400016784668
Russia,RUS,2010,58.0099983215332
Russia,RUS,2011,59.16999816894531
Russia,RUS,2012,60.060001373291016
Russia,RUS,2013,59.779998779296875
Russia,RUS,2014,60.290000915527344
Russia,RUS,2015,60.08000183105469
Russia,RUS,2016,60.41999816894531
Russia,RUS,2017,52.84000015258789
Russia,RUS,2018,53.189998626708984
Russia,RUS,2019,52.90999984741211
Russia,RUS,2020,52.06999969482422
Rwanda,RWA,1989,88.5
Rwanda,RWA,1996,92.83999633789062
Rwanda,RWA,2002,76.83000183105469
Rwanda,RWA,2014,82.68000030517578
Rwanda,RWA,2017,35.709999084472656
Rwanda,RWA,2018,36.650001525878906
Rwanda,RWA,2019,36.310001373291016
Rwanda,RWA,2020,38.25
Saint Kitts and Nevis,KNA,1980,39.9900016784668
Saint Kitts and Nevis,KNA,1991,54.33000183105469
Saint Kitts and Nevis,KNA,2001,61.66999816894531
Saint Lucia,LCA,1993,47.79999923706055
Saint Lucia,LCA,2000,65.80000305175781
Saint Lucia,LCA,2003,44.939998626708984
Saint Lucia,LCA,2004,46.29999923706055
Saint Lucia,LCA,2005,46.900001525878906
Saint Lucia,LCA,2006,48.20000076293945
Saint Lucia,LCA,2007,48.29999923706055
Saint Lucia,LCA,2008,44.68000030517578
Saint Lucia,LCA,2009,48.08000183105469
Saint Lucia,LCA,2011,49.310001373291016
Saint Lucia,LCA,2012,50.880001068115234
Saint Lucia,LCA,2013,48.2400016784668
Saint Lucia,LCA,2017,51.209999084472656
Saint Lucia,LCA,2018,51.18000030517578
Saint Lucia,LCA,2019,54.02000045776367
Samoa,WSM,1976,38.70000076293945
Samoa,WSM,2001,30.290000915527344
Samoa,WSM,2006,32.84000015258789
Samoa,WSM,2008,34.400001525878906
Samoa,WSM,2012,21.8799991607666
Samoa,WSM,2014,21.889999389648438
Samoa,WSM,2017,24.760000228881836
San Marino,SMR,1985,43.66999816894531
San Marino,SMR,1986,44.83000183105469
San Marino,SMR,1987,45.650001525878906
San Marino,SMR,1988,46.40999984741211
San Marino,SMR,1989,46.5099983215332
San Marino,SMR,1990,46.939998626708984
San Marino,SMR,1991,48.779998779296875
San Marino,SMR,1992,49.779998779296875
San Marino,SMR,1993,50.29999923706055
San Marino,SMR,1995,51.68000030517578
San Marino,SMR,1996,51.650001525878906
San Marino,SMR,1997,52.83000183105469
San Marino,SMR,1998,53.400001525878906
San Marino,SMR,2015,77.27999877929688
Sao Tome and Principe,STP,1991,35.209999084472656
Sao Tome and Principe,STP,2000,27.5
Sao Tome and Principe,STP,2006,21.709999084472656
Saudi Arabia,SAU,1992,13.800000190734863
Saudi Arabia,SAU,1999,15.5
Saudi Arabia,SAU,2000,14.399999618530273
Saudi Arabia,SAU,2001,14.100000381469727
Saudi Arabia,SAU,2002,13.699999809265137
Saudi Arabia,SAU,2006,15.800000190734863
Saudi Arabia,SAU,2009,14.619999885559082
Saudi Arabia,SAU,2011,15.970000267028809
Saudi Arabia,SAU,2012,15.970000267028809
Saudi Arabia,SAU,2013,15.90999984741211
Saudi Arabia,SAU,2014,16
Saudi Arabia,SAU,2015,16.81999969482422
Saudi Arabia,SAU,2017,15.8100004196167
Saudi Arabia,SAU,2018,17.40999984741211
Saudi Arabia,SAU,2019,19.399999618530273
Saudi Arabia,SAU,2020,22.790000915527344
Senegal,SEN,1991,49.70000076293945
Senegal,SEN,2006,29.309999465942383
Senegal,SEN,2011,38.380001068115234
Senegal,SEN,2015,31.979999542236328
Senegal,SEN,2016,37.470001220703125
Senegal,SEN,2017,34.88999938964844
Senegal,SEN,2018,36.33000183105469
Senegal,SEN,2019,36.33000183105469
Serbia,SRB,2005,32.90999984741211
Serbia,SRB,2006,32.02000045776367
Serbia,SRB,2007,33.810001373291016
Serbia,SRB,2008,36.459999084472656
Serbia,SRB,2009,33.97999954223633
Serbia,SRB,2010,31.139999389648438
Serbia,SRB,2011,28.989999771118164
Serbia,SRB,2012,28.729999542236328
Serbia,SRB,2013,30.799999237060547
Serbia,SRB,2014,34.900001525878906
Serbia,SRB,2015,35.310001373291016
Serbia,SRB,2016,38.130001068115234
Serbia,SRB,2017,39.68000030517578
Serbia,SRB,2018,40.290000915527344
Serbia,SRB,2019,41.880001068115234
Serbia,SRB,2020,42.130001068115234
Seychelles,SYC,2011,59.13999938964844
Seychelles,SYC,2014,64.23999786376953
Seychelles,SYC,2015,64.01000213623047
Seychelles,SYC,2016,63.40999984741211
Seychelles,SYC,2017,64.37000274658203
Seychelles,SYC,2018,64.30000305175781
Seychelles,SYC,2019,61.619998931884766
Seychelles,SYC,2020,62
Sierra Leone,SLE,2003,62.29999923706055
Sierra Leone,SLE,2004,67.51000213623047
Sierra Leone,SLE,2014,54.15999984741211
Sierra Leone,SLE,2018,50.45000076293945
Singapore,SGP,1975,32.959999084472656
Singapore,SGP,1976,34.650001525878906
Singapore,SGP,1977,36.22999954223633
Singapore,SGP,1978,38.47999954223633
Singapore,SGP,1979,40.18000030517578
Singapore,SGP,1980,42.79999923706055
Singapore,SGP,1982,47.02000045776367
Singapore,SGP,1983,47.38999938964844
Singapore,SGP,1984,48.13999938964844
Singapore,SGP,1985,46.02000045776367
Singapore,SGP,1986,45.54999923706055
Singapore,SGP,1987,47.849998474121094
Singapore,SGP,1988,50.04999923706055
Singapore,SGP,1989,51.880001068115234
Singapore,SGP,1991,37.09000015258789
Singapore,SGP,1992,41.279998779296875
Singapore,SGP,1993,40.060001373291016
Singapore,SGP,1994,40.40999984741211
Singapore,SGP,1995,38.7599983215332
Singapore,SGP,1996,39.650001525878906
Singapore,SGP,1997,39.029998779296875
Singapore,SGP,1998,37.65999984741211
Singapore,SGP,1999,48.099998474121094
Singapore,SGP,2001,49.599998474121094
Singapore,SGP,2002,47.70000076293945
Singapore,SGP,2003,47.70000076293945
Singapore,SGP,2004,48.099998474121094
Singapore,SGP,2006,51.58000183105469
Singapore,SGP,2007,50.7599983215332
Singapore,SGP,2008,53.15999984741211
Singapore,SGP,2009,51.56999969482422
Singapore,SGP,2010,53.970001220703125
Singapore,SGP,2011,54.5099983215332
Singapore,SGP,2012,55.27000045776367
Singapore,SGP,2013,55.54999923706055
Singapore,SGP,2014,56.22999954223633
Singapore,SGP,2015,58.040000915527344
Singapore,SGP,2016,57.68000030517578
Singapore,SGP,2017,57.209999084472656
Singapore,SGP,2018,57.7599983215332
Singapore,SGP,2019,58.31999969482422
Singapore,SGP,2020,57.72999954223633
Slovakia,SVK,1994,44.119998931884766
Slovakia,SVK,1995,44.400001525878906
Slovakia,SVK,1996,45.650001525878906
Slovakia,SVK,1997,45.119998931884766
Slovakia,SVK,1998,44.75
Slovakia,SVK,1999,43.439998626708984
Slovakia,SVK,2000,42.560001373291016
Slovakia,SVK,2001,43.08000183105469
Slovakia,SVK,2002,42.54999923706055
Slovakia,SVK,2003,43.560001373291016
Slovakia,SVK,2004,42.2599983215332
Slovakia,SVK,2005,42.470001220703125
Slovakia,SVK,2006,43.25
Slovakia,SVK,2007,44.189998626708984
Slovakia,SVK,2008,45.43000030517578
Slovakia,SVK,2009,43.849998474121094
Slovakia,SVK,2010,43.38999938964844
Slovakia,SVK,2011,43.29999923706055
Slovakia,SVK,2012,43.31999969482422
Slovakia,SVK,2013,43.619998931884766
Slovakia,SVK,2014,44.11000061035156
Slovakia,SVK,2015,45.2599983215332
Slovakia,SVK,2016,46.900001525878906
Slovakia,SVK,2017,48.25
Slovakia,SVK,2018,48.599998474121094
Slovakia,SVK,2019,49.18000030517578
Slovakia,SVK,2020,48.25
Slovenia,SVN,1993,46.90999984741211
Slovenia,SVN,1994,47.040000915527344
Slovenia,SVN,1995,48.459999084472656
Slovenia,SVN,1996,47.81999969482422
Slovenia,SVN,1997,48.720001220703125
Slovenia,SVN,1998,49.38999938964844
Slovenia,SVN,1999,47.61000061035156
Slovenia,SVN,2000,47.779998779296875
Slovenia,SVN,2001,48.04999923706055
Slovenia,SVN,2002,48.650001525878906
Slovenia,SVN,2003,46.65999984741211
Slovenia,SVN,2004,49.439998626708984
Slovenia,SVN,2005,49.18000030517578
Slovenia,SVN,2006,49.439998626708984
Slovenia,SVN,2007,50.220001220703125
Slovenia,SVN,2008,50.959999084472656
Slovenia,SVN,2009,50.5
Slovenia,SVN,2010,49.52000045776367
Slovenia,SVN,2011,48.04999923706055
Slovenia,SVN,2012,47.34000015258789
Slovenia,SVN,2013,45.970001220703125
Slovenia,SVN,2014,46.720001220703125
Slovenia,SVN,2015,46.68000030517578
Slovenia,SVN,2016,47.540000915527344
Slovenia,SVN,2017,49.779998779296875
Slovenia,SVN,2018,50.689998626708984
Slovenia,SVN,2019,50.599998474121094
Slovenia,SVN,2020,50.18000030517578
Solomon Islands,SLB,2009,60.97999954223633
Solomon Islands,SLB,2013,83.30000305175781
Somalia,SOM,2019,14.729999542236328
South Africa,ZAF,1994,29.700000762939453
South Africa,ZAF,1995,30.100000381469727
South Africa,ZAF,1996,27.299999237060547
South Africa,ZAF,1997,22.399999618530273
South Africa,ZAF,1998,25.700000762939453
South Africa,ZAF,1999,29.799999237060547
South Africa,ZAF,2000,27.420000076293945
South Africa,ZAF,2001,26.850000381469727
South Africa,ZAF,2002,23.93000030517578
South Africa,ZAF,2003,24.219999313354492
South Africa,ZAF,2004,24.18000030517578
South Africa,ZAF,2005,25.31999969482422
South Africa,ZAF,2006,25.969999313354492
South Africa,ZAF,2007,27.06999969482422
South Africa,ZAF,2008,35.599998474121094
South Africa,ZAF,2009,34.439998626708984
South Africa,ZAF,2010,32.59000015258789
South Africa,ZAF,2011,32.790000915527344
South Africa,ZAF,2012,32.97999954223633
South Africa,ZAF,2013,33.91999816894531
South Africa,ZAF,2014,33.86000061035156
South Africa,ZAF,2015,34.529998779296875
South Africa,ZAF,2016,33.84000015258789
South Africa,ZAF,2017,34.33000183105469
South Africa,ZAF,2018,34.36000061035156
South Africa,ZAF,2019,33.70000076293945
South Africa,ZAF,2020,30.399999618530273
South Asia,,1994,28.606220245361328
South Asia,,2000,30.68541717529297
South Asia,,2005,31.207820892333984
South Asia,,2010,25.87722396850586
South Asia,,2012,22.525009155273438
South Asia,,2018,20.047155380249023
South Asia,,2019,20.830224990844727
South Asia,,2020,24.79220962524414
South Korea,KOR,1977,26.239999771118164
South Korea,KOR,1978,27.760000228881836
South Korea,KOR,1979,27.989999771118164
South Korea,KOR,1980,41.25
South Korea,KOR,1981,41.2599983215332
South Korea,KOR,1982,42.310001373291016
South Korea,KOR,1983,41.869998931884766
South Korea,KOR,1984,39.77000045776367
South Korea,KOR,1985,40.93000030517578
South Korea,KOR,1986,42.20000076293945
South Korea,KOR,1987,44.130001068115234
South Korea,KOR,1988,44.22999954223633
South Korea,KOR,1989,45.70000076293945
South Korea,KOR,1990,46.13999938964844
South Korea,KOR,1991,46.189998626708984
South Korea,KOR,1992,46.11000061035156
South Korea,KOR,1993,46.02000045776367
South Korea,KOR,1994,46.900001525878906
South Korea,KOR,1995,47.560001373291016
South Korea,KOR,1996,48.09000015258789
South Korea,KOR,1997,48.599998474121094
South Korea,KOR,1998,44.38999938964844
South Korea,KOR,1999,45.189998626708984
South Korea,KOR,2000,47.779998779296875
South Korea,KOR,2001,48.5099983215332
South Korea,KOR,2002,49.16999816894531
South Korea,KOR,2003,48.0099983215332
South Korea,KOR,2004,49.16999816894531
South Korea,KOR,2005,49.2400016784668
South Korea,KOR,2006,49.65999984741211
South Korea,KOR,2007,49.720001220703125
South Korea,KOR,2008,49.43000030517578
South Korea,KOR,2009,48.4900016784668
South Korea,KOR,2010,48.619998931884766
South Korea,KOR,2011,48.900001525878906
South Korea,KOR,2012,49.15999984741211
South Korea,KOR,2013,49.52000045776367
South Korea,KOR,2014,50.40999984741211
South Korea,KOR,2015,50.619998931884766
South Korea,KOR,2016,50.790000915527344
South Korea,KOR,2017,51.310001373291016
South Korea,KOR,2018,51.310001373291016
South Korea,KOR,2019,51.91999816894531
South Korea,KOR,2020,51.060001373291016
South Sudan,SSD,2008,62.11000061035156
Spain,ESP,1986,20.75
Spain,ESP,1987,21.829999923706055
Spain,ESP,1988,22.850000381469727
Spain,ESP,1989,23.93000030517578
Spain,ESP,1990,24.75
Spain,ESP,1991,25.030000686645508
Spain,ESP,1992,25.8700008392334
Spain,ESP,1993,25.030000686645508
Spain,ESP,1994,24.860000610351562
Spain,ESP,1995,25.56999969482422
Spain,ESP,1996,26.299999237060547
Spain,ESP,1997,27.420000076293945
Spain,ESP,1998,28.200000762939453
Spain,ESP,1999,30.200000762939453
Spain,ESP,2000,32.43000030517578
Spain,ESP,2001,33.61000061035156
Spain,ESP,2002,35.369998931884766
Spain,ESP,2003,36.779998779296875
Spain,ESP,2004,38.2400016784668
Spain,ESP,2005,40.91999816894531
Spain,ESP,2006,42.470001220703125
Spain,ESP,2007,43.720001220703125
Spain,ESP,2008,43.88999938964844
Spain,ESP,2009,42.119998931884766
Spain,ESP,2010,41.61000061035156
Spain,ESP,2011,41.29999923706055
Spain,ESP,2012,40.060001373291016
Spain,ESP,2013,39.150001525878906
Spain,ESP,2014,39.61000061035156
Spain,ESP,2015,40.61000061035156
Spain,ESP,2016,41.70000076293945
Spain,ESP,2017,42.61000061035156
Spain,ESP,2018,43.5
Spain,ESP,2019,44.2599983215332
Spain,ESP,2020,42.619998931884766
Sri Lanka,LKA,1981,15.59000015258789
Sri Lanka,LKA,1985,30.229999542236328
Sri Lanka,LKA,1994,29.309999465942383
Sri Lanka,LKA,1995,29.15999984741211
Sri Lanka,LKA,1996,29.780000686645508
Sri Lanka,LKA,1997,30.639999389648438
Sri Lanka,LKA,1998,35.54999923706055
Sri Lanka,LKA,1999,33.599998474121094
Sri Lanka,LKA,2001,28.200000762939453
Sri Lanka,LKA,2002,29.200000762939453
Sri Lanka,LKA,2005,27.200000762939453
Sri Lanka,LKA,2009,32.16999816894531
Sri Lanka,LKA,2010,31.780000686645508
Sri Lanka,LKA,2011,31.829999923706055
Sri Lanka,LKA,2012,30.889999389648438
Sri Lanka,LKA,2013,33.08000183105469
Sri Lanka,LKA,2014,32.369998931884766
Sri Lanka,LKA,2015,33.150001525878906
Sri Lanka,LKA,2016,33.369998931884766
Sri Lanka,LKA,2017,34.25
Sri Lanka,LKA,2018,31.18000030517578
Sri Lanka,LKA,2019,31.899999618530273
Sudan,SDN,2008,25.299999237060547
Sudan,SDN,2011,19.6200008392334
Suriname,SUR,1990,34.4900016784668
Suriname,SUR,1992,29.65999984741211
Suriname,SUR,1993,30.969999313354492
Suriname,SUR,1995,29.040000915527344
Suriname,SUR,1999,26.25
Suriname,SUR,2009,42.86000061035156
Suriname,SUR,2010,41.66999816894531
Suriname,SUR,2011,43.220001220703125
Suriname,SUR,2012,43.779998779296875
Suriname,SUR,2013,43.029998779296875
Suriname,SUR,2014,44.470001220703125
Suriname,SUR,2015,42.189998626708984
Suriname,SUR,2016,40.29999923706055
Sweden,SWE,1990,69.93000030517578
Sweden,SWE,1991,68.61000061035156
Sweden,SWE,1992,66.08999633789062
Sweden,SWE,1993,62.5
Sweden,SWE,1994,61.33000183105469
Sweden,SWE,1995,60.970001220703125
Sweden,SWE,1996,52.45000076293945
Sweden,SWE,1997,50.9900016784668
Sweden,SWE,1998,50.58000183105469
Sweden,SWE,1999,52.54999923706055
Sweden,SWE,2000,53.63999938964844
Sweden,SWE,2001,56.040000915527344
Sweden,SWE,2002,56.0099983215332
Sweden,SWE,2003,55.959999084472656
Sweden,SWE,2004,54.939998626708984
Sweden,SWE,2005,54.439998626708984
Sweden,SWE,2006,54.939998626708984
Sweden,SWE,2007,55.83000183105469
Sweden,SWE,2008,55.880001068115234
Sweden,SWE,2009,54.630001068115234
Sweden,SWE,2010,61.38999938964844
Sweden,SWE,2011,62.599998474121094
Sweden,SWE,2012,63
Sweden,SWE,2013,63.27000045776367
Sweden,SWE,2014,63.79999923706055
Sweden,SWE,2015,64.44000244140625
Sweden,SWE,2016,65.08000183105469
Sweden,SWE,2017,65.69999694824219
Sweden,SWE,2018,66.2300033569336
Sweden,SWE,2019,66.0999984741211
Sweden,SWE,2020,64.55999755859375
Switzerland,CHE,1978,33.689998626708984
Switzerland,CHE,1979,34.33000183105469
Switzerland,CHE,1980,35.31999969482422
Switzerland,CHE,1985,37.220001220703125
Switzerland,CHE,1986,38.040000915527344
Switzerland,CHE,1988,40.459999084472656
Switzerland,CHE,1989,41.7599983215332
Switzerland,CHE,1990,43.310001373291016
Switzerland,CHE,1991,55.380001068115234
Switzerland,CHE,1992,55.11000061035156
Switzerland,CHE,1993,54.34000015258789
Switzerland,CHE,1994,53.7400016784668
Switzerland,CHE,1995,53.65999984741211
Switzerland,CHE,1996,54.70000076293945
Switzerland,CHE,1997,54.68000030517578
Switzerland,CHE,1998,55.77000045776367
Switzerland,CHE,1999,56.11000061035156
Switzerland,CHE,2000,55.83000183105469
Switzerland,CHE,2001,56.790000915527344
Switzerland,CHE,2002,57.470001220703125
Switzerland,CHE,2003,56.790000915527344
Switzerland,CHE,2004,56.29999923706055
Switzerland,CHE,2005,56.31999969482422
Switzerland,CHE,2006,56.95000076293945
Switzerland,CHE,2007,57.22999954223633
Switzerland,CHE,2008,58.86000061035156
Switzerland,CHE,2009,58.779998779296875
Switzerland,CHE,2010,56.86000061035156
Switzerland,CHE,2011,57.630001068115234
Switzerland,CHE,2012,57.959999084472656
Switzerland,CHE,2013,58.13999938964844
Switzerland,CHE,2014,58.81999969482422
Switzerland,CHE,2015,59.220001220703125
Switzerland,CHE,2016,59.689998626708984
Switzerland,CHE,2017,59.439998626708984
Switzerland,CHE,2018,59.70000076293945
Switzerland,CHE,2019,60.02000045776367
Switzerland,CHE,2020,59.38999938964844
Syria,SYR,1993,19.5
Syria,SYR,1995,23
Syria,SYR,1997,14.600000381469727
Syria,SYR,1999,18.5
Syria,SYR,2000,20.799999237060547
Syria,SYR,2001,16.510000228881836
Syria,SYR,2002,17.799999237060547
Syria,SYR,2003,14.899999618530273
Syria,SYR,2006,11.399999618530273
Syria,SYR,2007,10.460000038146973
Syria,SYR,2008,11.15999984741211
Syria,SYR,2009,10.109999656677246
Syria,SYR,2010,10.100000381469727
Tajikistan,TJK,2003,43.2400016784668
Tajikistan,TJK,2004,47.790000915527344
Tajikistan,TJK,2009,27.950000762939453
Tajikistan,TJK,2016,30.860000610351562
Tanzania,TZA,2001,81.9000015258789
Tanzania,TZA,2006,83.30000305175781
Tanzania,TZA,2011,77.41000366210938
Tanzania,TZA,2012,79.83000183105469
Tanzania,TZA,2013,71.16000366210938
Tanzania,TZA,2014,77.97000122070312
Thailand,THA,1976,58.43000030517578
Thailand,THA,1978,67.02999877929688
Thailand,THA,1979,64.2300033569336
Thailand,THA,1980,79.9800033569336
Thailand,THA,1982,66.69000244140625
Thailand,THA,1984,67.38999938964844
Thailand,THA,1987,72.87000274658203
Thailand,THA,1988,76.56999969482422
Thailand,THA,1989,77.7300033569336
Thailand,THA,1990,76.11000061035156
Thailand,THA,1994,70.36000061035156
Thailand,THA,1996,66.0199966430664
Thailand,THA,1997,66.9800033569336
Thailand,THA,2009,63.43000030517578
Thailand,THA,2010,63.279998779296875
Thailand,THA,2011,65.36000061035156
Thailand,THA,2012,64.87999725341797
Thailand,THA,2013,61.91999816894531
Thailand,THA,2014,61.18000030517578
Thailand,THA,2015,60.72999954223633
Thailand,THA,2016,59.75
Thailand,THA,2017,58.88999938964844
Thailand,THA,2018,59.209999084472656
Thailand,THA,2019,58.56999969482422
Thailand,THA,2020,58.540000915527344
Timor,TLS,2001,32.099998474121094
Timor,TLS,2010,25.65999984741211
Timor,TLS,2013,19.059999465942383
Timor,TLS,2016,57.529998779296875
Togo,TGO,2006,77.69999694824219
Togo,TGO,2011,75.12999725341797
Togo,TGO,2015,60.189998626708984
Togo,TGO,2017,54.34000015258789
Tonga,TON,1984,18.579999923706055
Tonga,TON,2003,31.670000076293945
Tonga,TON,2018,36.970001220703125
Trinidad and Tobago,TTO,1971,17.1299991607666
Trinidad and Tobago,TTO,1974,17.719999313354492
Trinidad and Tobago,TTO,1978,19.889999389648438
Trinidad and Tobago,TTO,1979,30.59000015258789
Trinidad and Tobago,TTO,1981,32.470001220703125
Trinidad and Tobago,TTO,1983,32.400001525878906
Trinidad and Tobago,TTO,1985,33.15999984741211
Trinidad and Tobago,TTO,1986,31.579999923706055
Trinidad and Tobago,TTO,1987,29.6299991607666
Trinidad and Tobago,TTO,1988,32.2599983215332
Trinidad and Tobago,TTO,1989,31.079999923706055
Trinidad and Tobago,TTO,1990,28.68000030517578
Trinidad and Tobago,TTO,1991,34.52000045776367
Trinidad and Tobago,TTO,1993,33.27000045776367
Trinidad and Tobago,TTO,1995,35.689998626708984
Trinidad and Tobago,TTO,1996,36.959999084472656
Trinidad and Tobago,TTO,1998,38.11000061035156
Trinidad and Tobago,TTO,1999,38.79999923706055
Trinidad and Tobago,TTO,2000,39.849998474121094
Trinidad and Tobago,TTO,2002,40.58000183105469
Trinidad and Tobago,TTO,2005,46.650001525878906
Trinidad and Tobago,TTO,2006,48.52000045776367
Trinidad and Tobago,TTO,2007,47.630001068115234
Trinidad and Tobago,TTO,2008,49.630001068115234
Trinidad and Tobago,TTO,2009,47.88999938964844
Trinidad and Tobago,TTO,2010,47.34000015258789
Trinidad and Tobago,TTO,2011,46.310001373291016
Trinidad and Tobago,TTO,2012,48.470001220703125
Trinidad and Tobago,TTO,2013,48.790000915527344
Trinidad and Tobago,TTO,2014,49.720001220703125
Trinidad and Tobago,TTO,2015,47.90999984741211
Trinidad and Tobago,TTO,2016,48.029998779296875
Tunisia,TUN,1989,15.869999885559082
Tunisia,TUN,1994,18.739999771118164
Tunisia,TUN,2005,20.040000915527344
Tunisia,TUN,2006,20.700000762939453
Tunisia,TUN,2007,20.780000686645508
Tunisia,TUN,2008,20.790000915527344
Tunisia,TUN,2009,20.139999389648438
Tunisia,TUN,2010,20.139999389648438
Tunisia,TUN,2011,18.06999969482422
Tunisia,TUN,2012,19.170000076293945
Tunisia,TUN,2013,19.690000534057617
Tunisia,TUN,2015,20.25
Tunisia,TUN,2016,20.360000610351562
Tunisia,TUN,2017,20.489999771118164
Turkey,TUR,1988,32.97999954223633
Turkey,TUR,1989,34.40999984741211
Turkey,TUR,1990,31.25
Turkey,TUR,1991,31.700000762939453
Turkey,TUR,1992,30.200000762939453
Turkey,TUR,1993,24.290000915527344
Turkey,TUR,1994,28.770000457763672
Turkey,TUR,1995,28.670000076293945
Turkey,TUR,1996,28.739999771118164
Turkey,TUR,1997,26.579999923706055
Turkey,TUR,1998,27.280000686645508
Turkey,TUR,1999,27.739999771118164
Turkey,TUR,2000,24.899999618530273
Turkey,TUR,2001,25.110000610351562
Turkey,TUR,2002,25.270000457763672
Turkey,TUR,2003,23.899999618530273
Turkey,TUR,2004,20.770000457763672
Turkey,TUR,2005,20.690000534057617
Turkey,TUR,2006,20.969999313354492
Turkey,TUR,2007,21.020000457763672
Turkey,TUR,2008,21.6200008392334
Turkey,TUR,2009,22.299999237060547
Turkey,TUR,2010,24.030000686645508
Turkey,TUR,2011,25.549999237060547
Turkey,TUR,2012,26.31999969482422
Turkey,TUR,2013,27.100000381469727
Turkey,TUR,2014,26.65999984741211
Turkey,TUR,2015,27.450000762939453
Turkey,TUR,2016,28
Turkey,TUR,2017,28.8700008392334
Turkey,TUR,2018,29.43000030517578
Turkey,TUR,2019,28.68000030517578
Turkey,TUR,2020,26.260000228881836
Tuvalu,TUV,2002,42.790000915527344
Tuvalu,TUV,2016,32.119998931884766
Uganda,UGA,1991,74.0199966430664
Uganda,UGA,1997,60.900001525878906
Uganda,UGA,2003,35.709999084472656
Uganda,UGA,2005,79
Uganda,UGA,2009,75.4000015258789
Uganda,UGA,2012,62.900001525878906
Uganda,UGA,2017,36.5
Ukraine,UKR,2004,52.869998931884766
Ukraine,UKR,2005,53.13999938964844
Ukraine,UKR,2006,53.02000045776367
Ukraine,UKR,2007,53.689998626708984
Ukraine,UKR,2008,54.040000915527344
Ukraine,UKR,2009,53.869998931884766
Ukraine,UKR,2014,51.900001525878906
Ukraine,UKR,2015,51.65999984741211
Ukraine,UKR,2016,51.59000015258789
Ukraine,UKR,2017,51.36000061035156
Ukraine,UKR,2018,52.529998779296875
Ukraine,UKR,2019,45.380001068115234
Ukraine,UKR,2020,43.7599983215332
United Arab Emirates,ARE,1975,9.729999542236328
United Arab Emirates,ARE,1980,15.3100004196167
United Arab Emirates,ARE,1995,30.600000381469727
United Arab Emirates,ARE,2005,35.130001068115234
United Arab Emirates,ARE,2008,36.810001373291016
United Arab Emirates,ARE,2009,37.52000045776367
United Arab Emirates,ARE,2017,49.04999923706055
United Arab Emirates,ARE,2018,49.61000061035156
United Arab Emirates,ARE,2019,54.540000915527344
United Arab Emirates,ARE,2020,58.290000915527344
United Kingdom,GBR,1978,34.11000061035156
United Kingdom,GBR,1979,35.06999969482422
United Kingdom,GBR,1980,35.09000015258789
United Kingdom,GBR,1983,41.20000076293945
